DATE,CASE_COUNT,CASE_COUNT_7DAY_AVG,HOSPITALIZED_COUNT,HOSP_COUNT_7DAY_AVG,DEATH_COUNT,DEATH_COUNT_7DAY_AVG
02/28/2022,704,568,52,42,6,14
03/01/2022,609,558,44,41,19,15
03/02/2022,639,549,42,41,16,14
03/03/2022,584,538,42,41,8,13
03/04/2022,457,527,40,40,10,12
03/05/2022,316,524,27,40,12,13
03/06/2022,338,521,20,38,8,11
03/07/2022,651,513,23,34,11,12
03/08/2022,676,523,23,31,6,10
03/09/2022,624,521,28,29,11,9
03/10/2022,699,537,30,27,10,10
03/11/2022,602,558,22,25,8,9
03/12/2022,296,555,19,24,9,9
03/13/2022,435,569,24,24,9,9
03/14/2022,897,604,33,26,15,10
03/15/2022,843,628,30,27,10,10
03/16/2022,863,662,25,26,9,10
03/17/2022,748,669,29,26,4,9
03/18/2022,798,697,32,27,6,9
03/19/2022,447,719,23,28,4,8
03/20/2022,638,748,25,28,6,8
03/21/2022,1293,804,26,27,3,6
03/22/2022,1249,862,29,27,4,5
03/23/2022,1266,920,23,27,4,4
03/24/2022,1170,980,23,26,5,5
03/25/2022,1088,1022,40,27,5,4
03/26/2022,666,1053,24,27,6,5
03/27/2022,775,1072,21,27,5,5
03/28/2022,1498,1102,31,27,5,5
03/29/2022,1423,1127,31,28,5,5
03/30/2022,1501,1160,37,30,5,5
03/31/2022,1489,1206,39,32,3,5
04/01/2022,1315,1238,34,31,5,5
04/02/2022,865,1267,27,31,2,4
04/03/2022,880,1282,26,32,4,4
04/04/2022,2127,1371,34,33,5,4
04/05/2022,1936,1445,41,34,4,4
04/06/2022,2080,1527,41,35,3,4
04/07/2022,1967,1596,37,34,2,4
04/08/2022,1842,1671,36,35,2,3
04/09/2022,1138,1710,34,36,2,3
04/10/2022,1148,1748,25,35,6,3
04/11/2022,2348,1780,21,34,0,3
04/12/2022,2002,1789,0,28,1,2
